Hotel,is_canceled,lead_time,Lead_Time_Group,arrival_date_year,arrival_date_month,Month_Number_Final,arrival_date_week_number,arrival_date_day_of_month,Total stay (Week + Weekend),total guests(child + adult + baby),Family Flag,country_name,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr in INR ,required_car_parking_spaces,total_of_special_requests,Revenue
City Hotel,0.00,80,31-90,2015,10,10,41,9,2,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,50,9720,0,0,19440
City Hotel,1.00,285,180+,2016,10,10,41,3,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,24,9000,0,0,36000
Resort Hotel,0.00,2,0-30,2017,2,2,6,10,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,2,8640
Resort Hotel,0.00,100,91-180,2016,8,8,32,6,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,18090,1,0,36180
City Hotel,1.00,78,31-90,2016,4,4,15,5,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8759.7,0,0,35038.8
City Hotel,0.00,55,31-90,2015,9,9,37,6,2,2,Family,Spain,Groups,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,13500
City Hotel,0.00,68,31-90,2017,7,7,28,10,1,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,9000,0,1,9000
City Hotel,0.00,6,0-30,2016,5,5,20,9,2,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,1,22680
City Hotel,0.00,30,0-30,2017,6,6,23,4,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11999.7,0,1,35999.1
Resort Hotel,0.00,3,0-30,2016,3,3,10,4,5,2,Family,Spain,Online TA,TA/TO,0,0,0,2,No Deposit,0,5220,0,1,26100
City Hotel,1.00,150,91-180,2016,10,10,41,3,3,3,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,12150,0,0,36450
Resort Hotel,0.00,73,31-90,2016,11,11,46,12,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,3402,0,1,3402
City Hotel,1.00,39,31-90,2016,3,3,11,6,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,1,52245
Resort Hotel,1.00,121,91-180,2015,12,12,49,4,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4536,0,2,4536
Resort Hotel,0.00,94,91-180,2016,6,6,24,10,2,3,Family,Portugal,Online TA,TA/TO,0,0,0,6,No Deposit,0,14670,1,0,29340
City Hotel,0.00,9,0-30,2017,2,2,7,12,3,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,7484.4,0,0,22453.2
City Hotel,1.00,31,31-90,2016,4,4,14,2,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10611,0,0,10611
Resort Hotel,0.00,287,180+,2016,9,9,37,5,7,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,Refundable,0,6210,0,0,43470
Resort Hotel,0.00,2,0-30,2016,2,2,6,6,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,5220,0,0,5220
City Hotel,0.00,135,91-180,2016,8,8,32,2,2,3,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11745,1,0,23490
City Hotel,1.00,327,180+,2015,9,9,37,9,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5580,0,0,11160
Resort Hotel,0.00,0,0-30,2015,10,10,40,3,1,1,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,6660,1,0,6660
City Hotel,0.00,159,91-180,2017,7,7,28,11,1,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8019,0,1,8019
Resort Hotel,0.00,152,91-180,2017,4,4,14,5,5,2,Family,United Kingdom,Groups,TA/TO,0,0,0,4,No Deposit,0,6030,0,0,30150
City Hotel,1.00,104,91-180,2016,10,10,42,9,1,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,1,9720
City Hotel,1.00,65,31-90,2016,9,9,37,9,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,13446,0,1,26892
City Hotel,0.00,159,91-180,2017,8,8,32,7,2,3,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,16605,0,0,33210
City Hotel,0.00,155,91-180,2017,6,6,22,1,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,12420,0,1,37260
Resort Hotel,1.00,52,31-90,2015,8,8,32,3,5,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,15570,0,0,77850
Resort Hotel,1.00,208,180+,2017,5,5,18,1,5,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,7290,0,0,36450
Resort Hotel,1.00,18,0-30,2017,2,2,7,12,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,5220,0,0,10440
City Hotel,1.00,102,91-180,2016,10,10,42,9,1,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,1,9720
City Hotel,0.00,5,0-30,2015,9,9,37,9,2,1,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,10260,0,2,20520
City Hotel,0.00,6,0-30,2015,10,10,42,11,3,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,8731.8,0,2,26195.4
City Hotel,0.00,19,0-30,2015,10,10,41,6,3,2,Family,Portugal,Offline TA/TO,TA/TO,1,0,0,0,No Deposit,0,8100,0,0,24300
City Hotel,1.00,187,180+,2017,8,8,32,8,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,14985,0,0,29970
City Hotel,0.00,191,180+,2017,4,4,13,1,5,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,33750
City Hotel,0.00,172,91-180,2017,7,7,28,10,6,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13689,0,2,82134
City Hotel,0.00,63,31-90,2015,9,9,36,4,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10440,0,0,20880
City Hotel,1.00,27,0-30,2017,6,6,23,6,1,2,Family,Belgium,Online TA,TA/TO,0,0,0,4,No Deposit,0,17100,0,2,17100
Resort Hotel,0.00,25,0-30,2015,11,11,45,3,4,1,Family,Belgium,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4284,0,0,17136
City Hotel,0.00,46,31-90,2017,3,3,10,7,3,2,Family,Unknown,Direct,Direct,0,0,0,1,No Deposit,0,8820,0,1,26460
Resort Hotel,0.00,3,0-30,2016,3,3,11,12,3,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,720,0,0,2160
City Hotel,0.00,169,91-180,2017,7,7,27,2,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9639,0,0,9639
Resort Hotel,0.00,21,0-30,2016,1,1,1,2,14,1,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4146.3,0,0,58048.2
City Hotel,0.00,10,0-30,2017,2,2,6,8,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,7110,0,0,14220
Resort Hotel,1.00,468,180+,2016,5,5,20,12,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,6030,0,0,12060
City Hotel,0.00,14,0-30,2015,9,9,36,1,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9450,0,2,9450
City Hotel,1.00,82,31-90,2017,5,5,18,3,3,2,Family,United States,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,0,29160
City Hotel,0.00,15,0-30,2017,3,3,10,8,3,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10919.7,0,1,32759.1
City Hotel,0.00,21,0-30,2017,8,8,31,1,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14310,0,1,57240
Resort Hotel,0.00,37,31-90,2016,5,5,20,8,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,4140,0,1,8280
City Hotel,0.00,12,0-30,2016,5,5,20,11,4,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9360,0,0,37440
Resort Hotel,0.00,104,91-180,2015,9,9,36,2,5,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6452.1,0,0,32260.5
City Hotel,1.00,10,0-30,2016,1,1,1,2,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,7522.2,0,0,22566.6
City Hotel,1.00,98,91-180,2017,3,3,9,3,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8748,0,0,17496
City Hotel,0.00,16,0-30,2016,12,12,50,9,3,2,Family,Germany,Direct,Direct,0,0,0,0,No Deposit,0,7298.1,0,1,21894.3
Resort Hotel,0.00,4,0-30,2016,8,8,32,4,4,3,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,22815,0,1,91260
City Hotel,0.00,85,31-90,2016,4,4,14,1,2,1,Family,Sweden,Online TA,TA/TO,0,0,0,1,No Deposit,0,7371,0,0,14742
City Hotel,1.00,95,91-180,2016,11,11,45,5,1,1,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,6750
Resort Hotel,0.00,364,180+,2016,10,10,42,12,5,2,Family,United Kingdom,Groups,Corporate,0,0,0,1,No Deposit,0,5940,0,0,29700
City Hotel,0.00,42,31-90,2017,6,6,23,10,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11700,0,1,23400
Resort Hotel,0.00,96,91-180,2017,3,3,11,12,11,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,4729.5,0,0,52024.5
Resort Hotel,0.00,126,91-180,2017,5,5,18,2,2,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5832,1,0,11664
City Hotel,0.00,27,0-30,2017,7,7,27,2,2,4,Family,Brazil,Online TA,TA/TO,0,0,0,2,No Deposit,0,22500,0,0,45000
City Hotel,0.00,39,31-90,2017,6,6,23,9,2,3,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,19800,0,1,39600
Resort Hotel,1.00,82,31-90,2016,2,2,7,7,2,2,Family,Portugal,Groups,TA/TO,1,1,0,0,No Deposit,0,5940,0,0,11880
City Hotel,1.00,82,31-90,2017,5,5,19,8,6,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,12690,0,0,76140
City Hotel,1.00,300,180+,2016,11,11,46,11,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5850,0,0,11700
City Hotel,0.00,67,31-90,2017,5,5,18,2,3,2,Family,Unknown,Groups,Corporate,0,0,0,0,No Deposit,0,10800,0,0,32400
City Hotel,0.00,39,31-90,2017,6,6,23,9,2,2,Family,Netherlands,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8010,0,0,16020
Resort Hotel,0.00,7,0-30,2017,3,3,9,2,4,2,Family,United Kingdom,Groups,Corporate,0,0,0,0,No Deposit,0,4230,0,0,16920
City Hotel,0.00,1,0-30,2015,10,10,41,9,4,2,Family,United States,Online TA,TA/TO,0,0,0,0,No Deposit,0,13050,0,2,52200
City Hotel,1.00,42,31-90,2016,12,12,51,11,5,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,7956,0,2,39780
City Hotel,0.00,12,0-30,2016,10,10,42,12,1,1,Family,Portugal,Corporate,Corporate,1,3,18,0,No Deposit,0,6030,1,0,6030
Resort Hotel,1.00,67,31-90,2016,10,10,41,6,4,4,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12510,0,0,50040
City Hotel,0.00,34,31-90,2016,2,2,7,8,5,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,6651,0,0,33255
City Hotel,0.00,176,91-180,2017,3,3,10,9,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,20250
City Hotel,1.00,56,31-90,2017,2,2,5,1,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5400,0,0,16200
City Hotel,0.00,0,0-30,2016,3,3,11,7,1,1,Family,Spain,Corporate,Corporate,0,0,0,0,No Deposit,0,7200,0,0,7200
Resort Hotel,0.00,243,180+,2016,10,10,41,6,5,1,Family,Unknown,Groups,TA/TO,0,0,0,1,No Deposit,0,4779,0,0,23895
Resort Hotel,1.00,35,31-90,2016,12,12,50,7,4,3,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,10845,0,0,43380
City Hotel,0.00,1,0-30,2016,1,1,1,2,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,6743.7,0,0,20231.1
City Hotel,1.00,132,91-180,2016,7,7,28,5,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9524.7,0,0,38098.8
City Hotel,1.00,104,91-180,2016,6,6,24,9,3,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,11421,0,0,34263
Resort Hotel,1.00,41,31-90,2015,11,11,46,12,4,1,Family,Portugal,Corporate,Corporate,0,0,0,1,No Deposit,0,3240,0,0,12960
City Hotel,1.00,178,91-180,2016,9,9,37,9,2,1,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,12150,0,0,24300
Resort Hotel,0.00,77,31-90,2015,10,10,41,9,2,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,5040,1,1,10080
City Hotel,0.00,36,31-90,2016,3,3,10,1,1,1,Family,Germany,Corporate,Corporate,0,0,0,0,No Deposit,0,7785,0,0,7785
Resort Hotel,0.00,83,31-90,2016,11,11,46,12,7,1,Family,Germany,Online TA,TA/TO,0,0,0,1,No Deposit,0,5187.6,0,0,36313.2
Resort Hotel,1.00,96,91-180,2016,10,10,42,9,3,2,Family,Portugal,Groups,Corporate,0,0,0,0,No Deposit,0,4950,0,0,14850
Resort Hotel,0.00,22,0-30,2015,10,10,41,9,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7470,1,2,29880
City Hotel,0.00,40,31-90,2016,10,10,42,10,3,2,Family,Netherlands,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7695,0,0,23085
City Hotel,1.00,437,180+,2016,5,5,19,2,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5400,0,0,16200
City Hotel,1.00,323,180+,2015,9,9,36,5,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5580,0,0,11160
City Hotel,1.00,89,31-90,2015,10,10,40,3,4,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5580,0,0,22320
City Hotel,0.00,41,31-90,2016,4,4,16,12,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9477,0,0,28431
City Hotel,0.00,56,31-90,2016,11,11,46,11,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,6732,0,3,26928
Resort Hotel,1.00,209,180+,2016,7,7,28,8,7,4,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,14670,0,0,102690
City Hotel,1.00,96,91-180,2017,5,5,19,11,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13230,0,0,39690
City Hotel,1.00,326,180+,2015,9,9,37,8,1,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5400,0,0,5400
City Hotel,0.00,6,0-30,2017,2,2,5,4,5,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9027,0,3,45135
City Hotel,0.00,111,91-180,2017,4,4,14,3,2,2,Family,Unknown,Groups,TA/TO,0,0,0,0,No Deposit,0,8550,0,1,17100
Resort Hotel,0.00,0,0-30,2016,2,2,7,8,1,2,Family,Spain,Direct,Direct,0,0,0,2,No Deposit,0,4950,0,0,4950
City Hotel,0.00,206,180+,2017,8,8,31,3,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,12960,0,0,51840
City Hotel,0.00,48,31-90,2015,10,10,40,2,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6615.9,0,0,19847.7
City Hotel,0.00,19,0-30,2016,9,9,38,12,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8010,0,0,8010
Resort Hotel,0.00,5,0-30,2016,9,9,36,3,4,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,15309,0,0,61236
Resort Hotel,0.00,0,0-30,2016,11,11,46,11,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,7650,0,0,7650
City Hotel,0.00,86,31-90,2015,9,9,37,9,2,1,Family,France,Corporate,Corporate,0,0,0,0,No Deposit,0,8100,0,0,16200
Resort Hotel,0.00,204,180+,2016,8,8,32,5,6,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14355,0,2,86130
City Hotel,0.00,0,0-30,2016,12,12,49,1,2,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8640,0,1,17280
Resort Hotel,0.00,5,0-30,2016,2,2,7,8,21,2,Family,France,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,6822.9,1,0,143280.9
Resort Hotel,0.00,1,0-30,2015,12,12,50,12,1,3,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,7110,1,1,7110
Resort Hotel,0.00,83,31-90,2017,1,1,2,10,14,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,1,No Deposit,0,4586.4,0,0,64209.6
City Hotel,0.00,56,31-90,2015,11,11,45,6,3,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5400,0,1,16200
City Hotel,1.00,305,180+,2016,11,11,45,4,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,0,8010,0,0,24030
City Hotel,0.00,188,180+,2016,8,8,33,8,2,3,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,14782.5,0,1,29565
City Hotel,0.00,175,91-180,2016,7,7,29,10,10,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8950.5,0,1,89505
Resort Hotel,1.00,11,0-30,2015,12,12,49,5,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,No Deposit,0,6120,0,0,18360
City Hotel,1.00,194,180+,2016,7,7,28,9,3,2,Family,Netherlands,Online TA,TA/TO,0,0,0,1,No Deposit,0,7796.7,0,0,23390.1
City Hotel,0.00,2,0-30,2016,5,5,19,4,1,1,Family,Portugal,Aviation,Corporate,0,0,0,0,No Deposit,0,8550,0,0,8550
Resort Hotel,0.00,0,0-30,2015,9,9,36,2,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,12060,0,0,12060
Resort Hotel,0.00,4,0-30,2017,2,2,6,7,3,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,3150,0,0,9450
City Hotel,1.00,181,180+,2016,10,10,42,11,2,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10800,0,0,21600
City Hotel,1.00,125,91-180,2016,8,8,33,8,5,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,10287,0,0,51435
Resort Hotel,0.00,312,180+,2017,3,3,10,5,7,2,Family,Germany,Groups,TA/TO,0,0,0,0,No Deposit,0,5040,0,0,35280
City Hotel,0.00,42,31-90,2016,3,3,11,11,2,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,7371,0,0,14742
City Hotel,0.00,42,31-90,2016,4,4,14,2,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10611,0,0,10611
Resort Hotel,0.00,18,0-30,2016,7,7,27,1,3,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11610,0,1,34830
City Hotel,1.00,205,180+,2016,8,8,32,4,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,2,No Deposit,0,7267.5,0,0,29070
Resort Hotel,0.00,7,0-30,2017,2,2,6,10,2,2,Family,Spain,Direct,Direct,0,0,0,1,No Deposit,0,5940,0,2,11880
City Hotel,1.00,317,180+,2016,9,9,37,9,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,Non Refund,56,8100,0,0,24300
City Hotel,1.00,19,0-30,2016,11,11,46,7,2,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,13500,0,0,27000
City Hotel,1.00,40,31-90,2016,4,4,15,6,1,4,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,17091,0,0,17091
City Hotel,0.00,29,0-30,2016,10,10,41,5,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14490,0,2,72450
Resort Hotel,1.00,82,31-90,2016,2,2,7,7,2,2,Family,Portugal,Groups,TA/TO,1,1,0,0,No Deposit,0,7740,0,0,15480
Resort Hotel,0.00,307,180+,2017,6,6,23,8,14,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8856,0,0,123984
City Hotel,0.00,1,0-30,2017,5,5,19,9,1,1,Family,Portugal,Offline TA/TO,Corporate,0,0,0,0,No Deposit,0,9945,0,0,9945
Resort Hotel,0.00,7,0-30,2017,5,5,18,6,1,4,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,18063,1,1,18063
City Hotel,0.00,43,31-90,2016,8,8,32,5,4,3,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,15147,0,2,60588
Resort Hotel,0.00,7,0-30,2017,4,4,15,11,1,1,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,9450,0,1,9450
City Hotel,1.00,262,180+,2015,7,7,28,6,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,No Deposit,0,5580,0,0,11160
City Hotel,1.00,443,180+,2016,10,10,41,7,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,391,5850,0,0,11700
City Hotel,0.00,97,91-180,2015,10,10,41,7,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,5580,0,0,11160
Resort Hotel,1.00,112,91-180,2016,2,2,7,12,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,6120,0,0,12240
City Hotel,1.00,161,91-180,2017,5,5,18,5,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,10800,0,0,21600
City Hotel,1.00,420,180+,2016,9,9,36,3,4,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,6750,0,0,27000
City Hotel,0.00,13,0-30,2016,10,10,42,10,3,2,Family,United States,Corporate,Corporate,0,0,0,0,No Deposit,0,14310,0,0,42930
Resort Hotel,1.00,72,31-90,2016,2,2,6,6,3,2,Family,Portugal,Groups,Direct,0,0,0,0,No Deposit,0,6599.7,0,0,19799.1
Resort Hotel,0.00,63,31-90,2017,4,4,15,10,3,1,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5755.5,0,0,17266.5
Resort Hotel,0.00,39,31-90,2015,11,11,46,11,5,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,5997.6,0,0,29988
Resort Hotel,1.00,95,91-180,2017,4,4,14,8,5,4,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,13500,0,0,67500
City Hotel,0.00,27,0-30,2017,2,2,6,5,4,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6120,0,1,24480
City Hotel,0.00,14,0-30,2017,5,5,18,2,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11475,0,1,45900
Resort Hotel,0.00,0,0-30,2017,7,7,28,12,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,720,0,0,720
Resort Hotel,0.00,277,180+,2015,10,10,41,6,7,2,Family,United Kingdom,Groups,Direct,0,0,0,0,No Deposit,0,6186.6,0,0,43306.2
City Hotel,1.00,6,0-30,2015,9,9,37,11,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11430,0,0,34290
City Hotel,1.00,112,91-180,2017,4,4,15,12,3,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,15525,0,1,46575
City Hotel,0.00,3,0-30,2017,1,1,1,5,3,1,Family,United States,Online TA,TA/TO,0,0,0,0,No Deposit,0,8109,0,1,24327
City Hotel,1.00,128,91-180,2017,8,8,31,4,1,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,17550,0,0,17550
Resort Hotel,0.00,34,31-90,2016,3,3,11,8,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7499.7,0,1,52497.9
City Hotel,1.00,196,180+,2016,8,8,32,4,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,9477,0,0,28431
Resort Hotel,0.00,3,0-30,2016,12,12,49,1,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,1,8640
City Hotel,0.00,5,0-30,2015,12,12,50,9,3,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5220,0,1,15660
City Hotel,0.00,115,91-180,2016,5,5,19,4,5,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8950.5,0,1,44752.5
City Hotel,0.00,115,91-180,2016,4,4,15,8,2,1,Family,Portugal,Groups,TA/TO,0,0,0,1,No Deposit,34,5175,0,0,10350
City Hotel,1.00,302,180+,2016,10,10,41,6,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,Non Refund,0,9450,0,0,28350
Resort Hotel,0.00,1,0-30,2017,2,2,6,11,1,2,Family,Portugal,Online TA,TA/TO,1,0,1,0,No Deposit,0,4320,0,1,4320
Resort Hotel,0.00,129,91-180,2016,7,7,29,10,6,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,14280.3,1,3,85681.8
City Hotel,0.00,0,0-30,2017,6,6,22,1,1,2,Family,United States,Online TA,TA/TO,0,0,0,0,No Deposit,0,8368.2,0,0,8368.2
City Hotel,0.00,10,0-30,2017,7,7,27,6,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,8550,0,0,8550
Resort Hotel,1.00,22,0-30,2017,4,4,14,6,3,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10350,0,0,31050
Resort Hotel,0.00,21,0-30,2015,11,11,46,12,3,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,3600,0,0,10800
City Hotel,1.00,88,31-90,2017,8,8,32,12,7,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,17550,0,1,122850
Resort Hotel,1.00,231,180+,2015,7,7,28,7,8,2,Family,Portugal,Online TA,TA/TO,0,1,0,0,No Deposit,0,9963,0,0,79704
City Hotel,1.00,97,91-180,2017,3,3,9,4,3,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,8748,0,1,26244
City Hotel,0.00,1,0-30,2016,1,1,2,8,2,2,Family,Brazil,Online TA,TA/TO,1,11,0,0,No Deposit,0,6075,0,0,12150
City Hotel,0.00,157,91-180,2017,8,8,31,1,4,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,12352.5,0,0,49410
